epoch,loss,lr,mean_squared_error,val_loss,val_mean_squared_error
0,27877.314453125,0.001,26931.380859375,13252.8779296875,12307.3466796875
1,13474.34375,0.001,12528.619140625,10244.8818359375,9298.9375
2,9277.912109375,0.001,8331.763671875,6796.5986328125,5850.20751953125
3,6492.02294921875,0.001,5545.375,5944.15185546875,4997.263671875
4,5220.2060546875,0.001,4273.07421875,6048.66357421875,5101.21142578125
5,4322.59423828125,0.001,3374.9541015625,5050.33447265625,4102.51025390625
6,3721.8310546875,0.001,2773.853759765625,4435.072265625,3486.9814453125
7,3473.6298828125,0.001,2525.343994140625,5159.5029296875,4210.96728515625
8,3174.1904296875,0.001,2225.5791015625,4720.23388671875,3771.56396484375
9,3002.876953125,0.001,2054.121337890625,4384.0908203125,3435.200927734375
10,2728.937744140625,0.001,1779.9002685546875,4043.542724609375,3094.350341796875
11,2588.68896484375,0.001,1639.4373779296875,3723.304443359375,2773.908203125
12,2586.580810546875,0.001,1637.1131591796875,3985.80029296875,3036.2412109375
13,2453.323974609375,0.001,1503.6793212890625,3825.496337890625,2875.713134765625
14,2398.380859375,0.001,1448.4825439453125,4422.1494140625,3472.1513671875
15,2330.050048828125,0.001,1379.91015625,3516.66748046875,2566.406494140625
16,2341.75537109375,0.001,1391.418701171875,3445.908447265625,2495.418212890625
17,2254.094482421875,0.001,1303.502197265625,3453.6748046875,2502.9130859375
18,2022.7962646484375,0.001,1072.0318603515625,3532.46240234375,2581.660888671875
19,2056.412353515625,0.001,1105.60400390625,3543.522216796875,2592.638671875
20,2030.7918701171875,0.001,1079.7767333984375,3274.529052734375,2323.275390625
21,2039.2130126953125,0.001,1087.8837890625,3626.887451171875,2675.503173828125
22,1998.28759765625,0.001,1046.77099609375,3262.864013671875,2311.2099609375
23,1958.5401611328125,0.001,1006.8563232421875,3361.640869140625,2409.896484375
24,1931.7763671875,0.001,979.9627075195312,3736.2138671875,2784.402099609375
25,1935.049072265625,0.001,983.2008056640625,3293.438232421875,2341.517578125
26,1880.7894287109375,0.001,928.8350219726562,3503.472412109375,2551.438232421875
27,1856.4039306640625,0.001,904.34521484375,3252.485595703125,2300.4541015625
28,1854.2806396484375,0.001,902.2228393554688,3161.308837890625,2209.16650390625
29,1867.065673828125,0.001,914.8400268554688,3473.203125,2520.858642578125
30,1776.2679443359375,0.001,823.9595947265625,3142.474365234375,2190.163330078125
31,1771.451416015625,0.001,819.14599609375,3080.9541015625,2128.602294921875
32,1777.065673828125,0.001,824.6866455078125,3257.010986328125,2304.52880859375
33,1708.83251953125,0.001,756.374267578125,3140.37158203125,2187.95556640625
34,1771.8182373046875,0.001,819.4224853515625,3331.0419921875,2378.625244140625
35,1685.6014404296875,0.001,733.22265625,3447.831787109375,2495.473388671875
36,1724.81494140625,0.001,772.45654296875,3289.0615234375,2336.625244140625
37,1710.4775390625,0.001,757.9542236328125,3351.468505859375,2398.8857421875
38,1705.03515625,0.001,752.398681640625,3163.573486328125,2210.873046875
39,1697.5753173828125,0.001,744.82373046875,3314.650634765625,2361.87060546875
40,1682.1875,0.001,729.3770141601562,3586.804443359375,2633.976318359375
41,1685.6737060546875,0.001,732.8234252929688,3396.227294921875,2443.31640625
42,1642.9044189453125,0.001,689.9043579101562,3314.54931640625,2361.460205078125
43,1657.555419921875,0.001,704.3853759765625,3819.349609375,2866.04345703125
44,1718.072509765625,0.001,764.6337280273438,3277.254638671875,2323.705810546875
45,1645.23876953125,0.001,691.5987548828125,3208.110595703125,2254.2998046875
46,1689.9918212890625,0.001,736.027099609375,3698.288818359375,2744.1669921875
47,1632.469970703125,0.001,678.216064453125,3686.175537109375,2731.866943359375
48,1699.5709228515625,0.001,745.0482177734375,3167.339599609375,2212.551513671875
49,1600.521728515625,0.001,645.6212768554688,3360.783447265625,2405.75927734375
50,1638.8316650390625,0.001,683.710205078125,3685.009033203125,2729.67529296875
51,1624.322509765625,0.001,668.7791137695312,3600.1201171875,2644.38134765625
52,1602.447998046875,0.001,646.540283203125,3624.367431640625,2668.3154296875
53,1617.1451416015625,0.001,660.8323364257812,3289.1826171875,2332.603759765625
54,1602.4189453125,0.001,645.6953735351562,3638.750732421875,2681.9169921875
55,1587.9295654296875,0.001,630.90283203125,3596.80712890625,2639.590576171875
56,1611.0943603515625,0.001,653.6979370117188,3233.81005859375,2276.240966796875
57,1571.03515625,0.001,613.3192749023438,3164.444091796875,2206.5673828125
58,1609.3817138671875,0.001,651.2051391601562,3539.835693359375,2581.4228515625
59,1664.9320068359375,0.001,706.17138671875,3368.216552734375,2409.114013671875
60,1647.5423583984375,0.001,688.2092895507812,3176.79150390625,2217.27685546875
61,1612.3321533203125,0.001,652.6856689453125,3659.35009765625,2699.564697265625
